time,healthy sentinels mean
2090.0,0.21
2091.0,0.21
2092.0,0.21
2093.0,0.21
2094.0,0.21
2095.0,0.21
2096.0,0.21
2097.0,0.21
2098.0,0.21
2099.0,0.2
2100.0,0.2
2101.0,0.2
2102.0,0.2
2103.0,0.2
2104.0,0.2
2105.0,0.2
2106.0,0.2
2107.0,0.2
2108.0,0.2
2109.0,0.2
2110.0,0.2
2111.0,0.2
2112.0,0.19
2113.0,0.18
2114.0,0.18
2115.0,0.18
2116.0,0.18
2117.0,0.18
2118.0,0.18
2119.0,0.18
2120.0,0.18
2121.0,0.18
2122.0,0.18
2123.0,0.18
2124.0,0.18
2125.0,0.18
2126.0,0.18
2127.0,0.18
2128.0,0.18
2129.0,0.17
2130.0,0.17
2131.0,0.17
2132.0,0.17
2133.0,0.17
2134.0,0.17
2135.0,0.17
2136.0,0.17
2137.0,0.16
2138.0,0.16
2139.0,0.15
2140.0,0.15
2141.0,0.14
2142.0,0.14
2143.0,0.14
2144.0,0.14
2145.0,0.14
2146.0,0.14
2147.0,0.14
2148.0,0.14
2149.0,0.14
2150.0,0.14
2151.0,0.14
2152.0,0.14
2153.0,0.14
2154.0,0.14
2155.0,0.13
2156.0,0.13
2157.0,0.13
2158.0,0.13
2159.0,0.13
2160.0,0.12
2161.0,0.12
2162.0,0.12
2163.0,0.12
2164.0,0.12
2165.0,0.12
2166.0,0.12
2167.0,0.12
2168.0,0.12
2169.0,0.12
2170.0,0.12
2171.0,0.12
2172.0,0.12
2173.0,0.11
2174.0,0.11
2175.0,0.11
2176.0,0.11
2177.0,0.11
2178.0,0.11
2179.0,0.11
2180.0,0.11
2181.0,0.11
2182.0,0.11
2183.0,0.11
2184.0,0.11
2185.0,0.11
2186.0,0.11
2187.0,0.11
2188.0,0.1
2189.0,0.1
2190.0,0.1
2191.0,0.1
2192.0,0.1
2193.0,0.1
2194.0,0.1
2195.0,0.1
2196.0,0.1
2197.0,0.1
2198.0,0.1
2199.0,0.1
2200.0,0.1
2201.0,0.1
2202.0,0.1
2203.0,0.1
2204.0,0.1
2205.0,0.1
2206.0,0.1
2207.0,0.1
2208.0,0.1
2209.0,0.1
2210.0,0.1
2211.0,0.1
2212.0,0.1
2213.0,0.1
2214.0,0.1
2215.0,0.1
2216.0,0.1
2217.0,0.1
2218.0,0.1
2219.0,0.1
2220.0,0.09
2221.0,0.09
2222.0,0.09
2223.0,0.09
2224.0,0.09
2225.0,0.09
2226.0,0.09
2227.0,0.08
2228.0,0.08
2229.0,0.08
2230.0,0.08
2231.0,0.08
2232.0,0.08
2233.0,0.08
2234.0,0.08
2235.0,0.08
2236.0,0.08
2237.0,0.08
2238.0,0.08
2239.0,0.07
2240.0,0.07
2241.0,0.07
2242.0,0.07
2243.0,0.07
2244.0,0.07
2245.0,0.07
2246.0,0.07
2247.0,0.07
2248.0,0.07
2249.0,0.06
2250.0,0.06
2251.0,0.06
2252.0,0.06
2253.0,0.06
2254.0,0.06
2255.0,0.06
2256.0,0.06
2257.0,0.06
2258.0,0.06
2259.0,0.05
2260.0,0.05
2261.0,0.05
2262.0,0.05
2263.0,0.04
2264.0,0.04
2265.0,0.04
2266.0,0.04
2267.0,0.04
2268.0,0.04
2269.0,0.04
2270.0,0.04
2271.0,0.04
2272.0,0.04
2273.0,0.04
2274.0,0.03
2275.0,0.03
2276.0,0.03
2277.0,0.03
2278.0,0.03
2279.0,0.03
2280.0,0.03
2281.0,0.03
2282.0,0.03
2283.0,0.03
2284.0,0.03
2285.0,0.03
2286.0,0.03
2287.0,0.03
2288.0,0.03
2289.0,0.02
2290.0,0.02
2291.0,0.02
2292.0,0.02
2293.0,0.02
2294.0,0.02
2295.0,0.02
2296.0,0.02
2297.0,0.02
2298.0,0.02
2299.0,0.02
2300.0,0.02
2301.0,0.02
2302.0,0.02
2303.0,0.02
2304.0,0.01
2305.0,0.01
2306.0,0.01
2307.0,0.01
2308.0,0.01
2309.0,0.01
2310.0,0.01
2311.0,0.01
2312.0,0.01
2313.0,0.01
2314.0,0.01
2315.0,0.01
2316.0,0.01
2317.0,0.01
2318.0,0.01
2319.0,0.01
2320.0,0.01
2321.0,0.01
2322.0,0.01
2323.0,0.01
2324.0,0.01
2325.0,0.01
2326.0,0.01
2327.0,0.01
2328.0,0.01
2329.0,0.01
2330.0,0.01
2331.0,0.01
2332.0,0.01
2333.0,0.01
2334.0,0.01
2335.0,0.01
2336.0,0.01
2337.0,0.01
2338.0,0.01
2339.0,0.01
2340.0,0.01
2341.0,0.01
2342.0,0.01
2343.0,0.01
2344.0,0.01
2345.0,0.01
2346.0,0.01
2347.0,0.01
2348.0,0.01
2349.0,0.01
2350.0,0.01
2351.0,0.01
2352.0,0.01
2353.0,0.01
2354.0,0.01
2355.0,0.01
2356.0,0.01
2357.0,0.01
2358.0,0.01
2359.0,0.01
2360.0,0.01
2361.0,0.01
2362.0,0.01
2363.0,0.01
2364.0,0.01
2365.0,0.01
2366.0,0.01
2367.0,0.01
2368.0,0.01
2369.0,0.01
2370.0,0.01
2371.0,0.01
2372.0,0.01
2373.0,0.01
2374.0,0.01
2375.0,0.01
2376.0,0.01
2377.0,0.01
2378.0,0.01
2379.0,0.01
2380.0,0.01
2381.0,0.01
2382.0,0.01
2383.0,0.01
2384.0,0.01
2385.0,0.01
2386.0,0.01
2387.0,0.01
2388.0,0.01
2389.0,0.01
2390.0,0.01
2391.0,0.01
2392.0,0.01
2393.0,0.01
2394.0,0.01
2395.0,0.01
2396.0,0.01
2397.0,0.01
2398.0,0.01
2399.0,0.01
2400.0,0.01
2401.0,0.01
2402.0,0.01
2403.0,0.01
2404.0,0.01
2405.0,0.01
2406.0,0.01
2407.0,0.01
2408.0,0.01
2409.0,0.01
2410.0,0.01
2411.0,0.01
2412.0,0.01
2413.0,0.01
2414.0,0.01
2415.0,0.01
2416.0,0.01
2417.0,0.01
2418.0,0.01
2419.0,0.01
2420.0,0.01
2421.0,0.01
2422.0,0.01
2423.0,0.01
2424.0,0.01
2425.0,0.01
2426.0,0.01
2427.0,0.01
2428.0,0.01
2429.0,0.01
2430.0,0.01
2431.0,0.01
2432.0,0.01
2433.0,0.01
2434.0,0.01
2435.0,0.01
2436.0,0.01
2437.0,0.01
2438.0,0.01
2439.0,0.01
2440.0,0.01
2441.0,0.01
2442.0,0.01
2443.0,0.01
2444.0,0.01
2445.0,0.01
2446.0,0.01
2447.0,0.01
2448.0,0.01
2449.0,0.01
2450.0,0.01
2451.0,0.01
2452.0,0.01
2453.0,0.01
2454.0,0.01
2455.0,0.01
2456.0,0.01
2457.0,0.01
2458.0,0.01
2459.0,0.01
2460.0,0.01
2461.0,0.01
2462.0,0.01
2463.0,0.01
2464.0,0.01
2465.0,0.01
2466.0,0.01
2467.0,0.01
2468.0,0.01
2469.0,0.01
2470.0,0.01
2471.0,0.01
2472.0,0.01
2473.0,0.01
2474.0,0.01
2475.0,0.01
2476.0,0.01
2477.0,0.01
2478.0,0.01
2479.0,0.01
2480.0,0.01
2481.0,0.01
2482.0,0.01
2483.0,0.01
2484.0,0.01
2485.0,0.01
2486.0,0.01
2487.0,0.01
2488.0,0.01
2489.0,0.01
2490.0,0.01
2491.0,0.01
2492.0,0.01
2493.0,0.01
2494.0,0.01
2495.0,0.01
2496.0,0.01
2497.0,0.01
2498.0,0.01
2499.0,0.01
2500.0,0.01
2501.0,0.01
2502.0,0.01
2503.0,0.01
2504.0,0.01
2505.0,0.01
2506.0,0.01
2507.0,0.01
2508.0,0.01
2509.0,0.01
2510.0,0.01
2511.0,0.01
2512.0,0.01
2513.0,0.01
2514.0,0.01
2515.0,0.01
2516.0,0.01
2517.0,0.01
2518.0,0.01
2519.0,0.01
2520.0,0.01
2521.0,0.01
2522.0,0.01
2523.0,0.01
2524.0,0.01
2525.0,0.01
2526.0,0.01
2527.0,0.01
2528.0,0.01
2529.0,0.01
2530.0,0.01
2531.0,0.01
2532.0,0.01
2533.0,0.01
2534.0,0.01
2535.0,0.01
2536.0,0.01
2537.0,0.01
2538.0,0.01
2539.0,0.01
2540.0,0.01
2541.0,0.01
2542.0,0.01
2543.0,0.01
2544.0,0.01
2545.0,0.01
2546.0,0.01
2547.0,0.01
2548.0,0.01
2549.0,0.01
2550.0,0.01
2551.0,0.01
2552.0,0.01
2553.0,0.01
2554.0,0.01
2555.0,0.01
2556.0,0.01
2557.0,0.01
2558.0,0.01
2559.0,0.01
2560.0,0.01
2561.0,0.01
2562.0,0.01
2563.0,0.01
2564.0,0.01
2565.0,0.01
2566.0,0.01
2567.0,0.01
2568.0,0.01
2569.0,0.01
2570.0,0.01
2571.0,0.01
2572.0,0.01
2573.0,0.01
2574.0,0.01
2575.0,0.01
2576.0,0.01
2577.0,0.01
2578.0,0.01
2579.0,0.01
2580.0,0.01
2581.0,0.01
2582.0,0.01
2583.0,0.01
2584.0,0.01
2585.0,0.01
2586.0,0.01
2587.0,0.01
2588.0,0.01
2589.0,0.01
2590.0,0.01
2591.0,0.01
2592.0,0.01
2593.0,0.01
2594.0,0.01
2595.0,0.01
2596.0,0.01
2597.0,0.01
2598.0,0.01
2599.0,0.01
2600.0,0.01
2601.0,0.01
2602.0,0.01
2603.0,0.01
2604.0,0.01
2605.0,0.01
2606.0,0.01
2607.0,0.01
2608.0,0.01
2609.0,0.01
2610.0,0.01
2611.0,0.01
2612.0,0.01
2613.0,0.01
2614.0,0.01
2615.0,0.01
2616.0,0.01
2617.0,0.01
2618.0,0.01
2619.0,0.01
2620.0,0.01
2621.0,0.01
2622.0,0.01
2623.0,0.01
2624.0,0.01
2625.0,0.01
2626.0,0.01
2627.0,0.01
2628.0,0.01
2629.0,0.01
2630.0,0.01
2631.0,0.01
2632.0,0.01
2633.0,0.01
2634.0,0.01
2635.0,0.01
2636.0,0.01
2637.0,0.01
2638.0,0.01
2639.0,0.01
2640.0,0.01
2641.0,0.01
2642.0,0.01
2643.0,0.01
2644.0,0.01
2645.0,0.01
2646.0,0.01
2647.0,0.01
2648.0,0.01
2649.0,0.01
2650.0,0.01
2651.0,0.01
2652.0,0.0
2653.0,0.0
2654.0,0.0
2655.0,0.0
2656.0,0.0
2657.0,0.0
2658.0,0.0
2659.0,0.0
2660.0,0.0
2661.0,0.0
2662.0,0.0
2663.0,0.0
2664.0,0.0
2665.0,0.0
2666.0,0.0
2667.0,0.0
2668.0,0.0
2669.0,0.0
2670.0,0.0
2671.0,0.0
2672.0,0.0
2673.0,0.0
2674.0,0.0
2675.0,0.0
2676.0,0.0
2677.0,0.0
2678.0,0.0
2679.0,0.0
2680.0,0.0
2681.0,0.0
2682.0,0.0
2683.0,0.0
2684.0,0.0
2685.0,0.0
2686.0,0.0
2687.0,0.0
2688.0,0.0
2689.0,0.0
2690.0,0.0
2691.0,0.0
2692.0,0.0
2693.0,0.0
2694.0,0.0
2695.0,0.0
2696.0,0.0
2697.0,0.0
2698.0,0.0
2699.0,0.0
2700.0,0.0
2701.0,0.0
2702.0,0.0
2703.0,0.0
2704.0,0.0
2705.0,0.0
2706.0,0.0
2707.0,0.0
2708.0,0.0
2709.0,0.0
2710.0,0.0
2711.0,0.0
2712.0,0.0
2713.0,0.0
2714.0,0.0
2715.0,0.0
2716.0,0.0
2717.0,0.0
2718.0,0.0
2719.0,0.0
2720.0,0.0
2721.0,0.0
2722.0,0.0
2723.0,0.0
2724.0,0.0
2725.0,0.0
2726.0,0.0
2727.0,0.0
2728.0,0.0
2729.0,0.0
2730.0,0.0
2731.0,0.0
2732.0,0.0
2733.0,0.0
2734.0,0.0
2735.0,0.0
2736.0,0.0
2737.0,0.0
2738.0,0.0
2739.0,0.0
2740.0,0.0
2741.0,0.0
2742.0,0.0
2743.0,0.0
2744.0,0.0
2745.0,0.0
2746.0,0.0
2747.0,0.0
2748.0,0.0
2749.0,0.0
2750.0,0.0
2751.0,0.0
2752.0,0.0
2753.0,0.0
2754.0,0.0
2755.0,0.0
2756.0,0.0
2757.0,0.0
2758.0,0.0
2759.0,0.0
2760.0,0.0
2761.0,0.0
2762.0,0.0
2763.0,0.0
2764.0,0.0
2765.0,0.0
2766.0,0.0
2767.0,0.0
2768.0,0.0
2769.0,0.0
2770.0,0.0
2771.0,0.0
2772.0,0.0
2773.0,0.0
2774.0,0.0
2775.0,0.0
2776.0,0.0
2777.0,0.0
2778.0,0.0
2779.0,0.0
2780.0,0.0
2781.0,0.0
2782.0,0.0
2783.0,0.0
2784.0,0.0
2785.0,0.0
2786.0,0.0
2787.0,0.0
2788.0,0.0
2789.0,0.0
2790.0,0.0
2791.0,0.0
2792.0,0.0
2793.0,0.0
2794.0,0.0
2795.0,0.0
2796.0,0.0
2797.0,0.0
2798.0,0.0
2799.0,0.0
2800.0,0.0
2801.0,0.0
2802.0,0.0
2803.0,0.0
2804.0,0.0
2805.0,0.0
2806.0,0.0
2807.0,0.0
2808.0,0.0
2809.0,0.0
2810.0,0.0
2811.0,0.0
2812.0,0.0
2813.0,0.0
2814.0,0.0
2815.0,0.0
2816.0,0.0
2817.0,0.0
2818.0,0.0
2819.0,0.0
2820.0,0.0
2821.0,0.0
2822.0,0.0
2823.0,0.0
2824.0,0.0
2825.0,0.0
2826.0,0.0
2827.0,0.0
2828.0,0.0
2829.0,0.0
2830.0,0.0
2831.0,0.0
2832.0,0.0
2833.0,0.0
2834.0,0.0
2835.0,0.0
2836.0,0.0
2837.0,0.0
2838.0,0.0
2839.0,0.0
2840.0,0.0
2841.0,0.0
2842.0,0.0
2843.0,0.0
2844.0,0.0
2845.0,0.0
2846.0,0.0
2847.0,0.0
2848.0,0.0
2849.0,0.0
2850.0,0.0
2851.0,0.0
2852.0,0.0
2853.0,0.0
2854.0,0.0
2855.0,0.0
2856.0,0.0
2857.0,0.0
2858.0,0.0
2859.0,0.0
2860.0,0.0
2861.0,0.0
2862.0,0.0
2863.0,0.0
2864.0,0.0
2865.0,0.0
2866.0,0.0
2867.0,0.0
2868.0,0.0
2869.0,0.0
2870.0,0.0
2871.0,0.0
2872.0,0.0
2873.0,0.0
2874.0,0.0
2875.0,0.0
2876.0,0.0
2877.0,0.0
2878.0,0.0
2879.0,0.0
2880.0,0.0
2881.0,0.0
2882.0,0.0
2883.0,0.0
2884.0,0.0
2885.0,0.0
2886.0,0.0
2887.0,0.0
2888.0,0.0
2889.0,0.0
2890.0,0.0
2891.0,0.0
2892.0,0.0
2893.0,0.0
2894.0,0.0
2895.0,0.0
2896.0,0.0
2897.0,0.0
2898.0,0.0
2899.0,0.0
2900.0,0.0
2901.0,0.0
2902.0,0.0
2903.0,0.0
2904.0,0.0
2905.0,0.0
2906.0,0.0
2907.0,0.0
2908.0,0.0
2909.0,0.0
2910.0,0.0
2911.0,0.0
2912.0,0.0
2913.0,0.0
2914.0,0.0
2915.0,0.0
2916.0,0.0
2917.0,0.0
2918.0,0.0
2919.0,0.0
2920.0,0.0
2921.0,0.0
2922.0,0.0
2923.0,0.0
2924.0,0.0
2925.0,0.0
2926.0,0.0
2927.0,0.0
2928.0,0.0
2929.0,0.0
2930.0,0.0
2931.0,0.0
2932.0,0.0
2933.0,0.0
2934.0,0.0
2935.0,0.0
2936.0,0.0
2937.0,0.0
2938.0,0.0
2939.0,0.0
2940.0,0.0
2941.0,0.0
2942.0,0.0
2943.0,0.0
2944.0,0.0
2945.0,0.0
2946.0,0.0
2947.0,0.0
2948.0,0.0
2949.0,0.0
2950.0,0.0
2951.0,0.0
2952.0,0.0
2953.0,0.0
2954.0,0.0
2955.0,0.0
2956.0,0.0
2957.0,0.0
2958.0,0.0
2959.0,0.0
2960.0,0.0
2961.0,0.0
2962.0,0.0
2963.0,0.0
2964.0,0.0
2965.0,0.0
2966.0,0.0
2967.0,0.0
2968.0,0.0
2969.0,0.0
2970.0,0.0
2971.0,0.0
2972.0,0.0
2973.0,0.0
2974.0,0.0
2975.0,0.0
2976.0,0.0
2977.0,0.0
2978.0,0.0
2979.0,0.0
2980.0,0.0
2981.0,0.0
2982.0,0.0
2983.0,0.0
2984.0,0.0
2985.0,0.0
2986.0,0.0
2987.0,0.0
2988.0,0.0
2989.0,0.0
2990.0,0.0
2991.0,0.0
2992.0,0.0
2993.0,0.0
2994.0,0.0
2995.0,0.0
2996.0,0.0
2997.0,0.0
2998.0,0.0
2999.0,0.0
3000.0,0.0
